Year;Country of production;Coffee bean;Department;Municipality of export;Exporter;Exporter group;Importer;Importer group;Country of destination;Economic bloc;Department trase id;Country of production (Trase ID);Country of destination (Trase ID);Trade volume;Trade value
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;UNKNOWN;UNKNOWN;JAPAN;JAPAN;CO-66;CO;JP;150,36;818918,16
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;BERNHARD ROTHFOS CORP;BERNHARD ROTHFOS CORP;SPAIN;EUROPEAN UNION;CO-05;CO;ES;2100,501634;12743363,53
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;CARCAFE LTD;CARCAFE LTD;VOLCAFE USA;VOLCAFE;UNITED STATES;UNITED STATES;CO-52;CO;US;37,09243116;196559,507
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;COOP DE CAFICULTORES DE ANDES LTD;COOP DE CAFICULTORES DE ANDES LTD;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-76;CO;AU;17,493;83686,2
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;COOP NORGE KAFEE AS;COOP NORGE KAFEE AS;NORWAY;NORWAY;CO-41;CO;NO;41,919;178820,47
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;TOSCAFE S A S;TOSCAFE S A S;IMP Y DIST ORFRA S A DE C V;IMP Y DIST ORFRA S A DE C V;MEXICO;MEXICO;CO-73;CO;MX;1,23125;10001
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-68;CO;AU;8,11079043;45060,07381
2012;COLOMBIA;GREEN;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;IMEXCO GLOBAL LTD;IMEXCO GLOBAL LTD;CHILE;CHILE;CO-73;CO;CL;0,15;1830
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;UNKNOWN;UNKNOWN;SWEDEN;EUROPEAN UNION;CO-19;CO;SE;84,019;463848
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;AZUL KAFFEE GMBH AND CO KG;AZUL KAFFEE GMBH AND CO KG;GERMANY;EUROPEAN UNION;CO-66;CO;DE;83,99;338665,81
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CIA NACIONAL DEL CAFE S A S;CIA NACIONAL DEL CAFE S A S;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-73;CO;US;81,34876128;379127,6703
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;BONAFIDE S A I C;BONAFIDE S A I C;ARGENTINA;ARGENTINA;CO-41;CO;AR;10,13;53457,95
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALTAMIRA SUPREMO S A S;ALTAMIRA SUPREMO S A S;SUCAFINA SA;SUCAFINA SA;GREECE;EUROPEAN UNION;CO-66;CO;GR;19,235;82476,93
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;COEX COFFEE INTERNATIONAL;COEX COFFEE INTERNATIONAL;GERMANY;EUROPEAN UNION;CO-41;CO;DE;19,26;79400,73
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;ORIGIN TRADERS;ORIGIN TRADERS;AUSTRALIA;AUSTRALIA;CO-41;CO;AU;38,538;214047,37
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;CONSTANTIA TRADING S A;CONSTANTIA TRADING S A;ITALY;EUROPEAN UNION;CO-05;CO;IT;19,132;77670,45
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;LMZ SOLUBLE COFFEE INC;LMZ SOLUBLE COFFEE INC;UNITED KINGDOM;EUROPEAN UNION;CO-05;CO;GB;62,5174;2555287,16
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;KLAUS HECHT;KLAUS HECHT;GERMANY;EUROPEAN UNION;CO-66;CO;DE;7,012;41551,32
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-17;CO;US;41,938;175205,1
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;JORDAN;JORDAN;CO-63;CO;JO;14,30286592;65258,69505
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CARCAFE LTD;CARCAFE LTD;SAM KYOUNG MULSAN CO;SAM KYOUNG MULSAN CO;SOUTH KOREA;SOUTH KOREA;CO-41;CO;KR;26,75480511;107940,3458
2012;COLOMBIA;ROASTED;CALDAS;CARTAGENA DE INDIAS;DESCAFEINADORA COLOMBIANA S A S;DESCAFEINADORA COLOMBIANA S A S;SUCAFINA SA;SUCAFINA SA;BELGIUM;EUROPEAN UNION;CO-17;CO;BE;7,99375;74564
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;ROTHFOS CORP;ROTHFOS CORP;UNITED STATES;UNITED STATES;CO-41;CO;US;2623,005;13107903,5
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;RONI REJWAN AND CO;RONI REJWAN AND CO;ISRAEL;ISRAEL;CO-66;CO;IL;119,786;464363,5
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;ITALY;EUROPEAN UNION;CO-73;CO;IT;323,2207858;1753761,51
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;CARCAFE LTD;CARCAFE LTD;UNKNOWN;UNKNOWN;CHINA (MAINLAND);CHINA (MAINLAND);CO-52;CO;CN;4,540615392;25205,34974
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;EMILIO TRENTINI S A S;EMILIO TRENTINI S A S;ITALY;EUROPEAN UNION;CO-05;CO;IT;16,875;179550
2012;COLOMBIA;PROCESSED;VALLE DEL CAUCA;BUENAVENTURA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;CHILE;CHILE;CO-76;CO;CL;90,2004375;1029418,13
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;NESTLE BRASIL LTDA;NESTLE;JAPAN;JAPAN;CO-41;CO;JP;159,859;565642,35
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;MERCON COFFEE CORP;MERCON COFFEE CORP;UNITED STATES;UNITED STATES;CO-19;CO;US;230,853;1060114
2012;COLOMBIA;GREEN;NORTE DE SANTANDER;SANTA MARTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;UNITED KINGDOM;EUROPEAN UNION;CO-54;CO;GB;201,5767925;872196,3213
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;N V COFFEETEAM SA;N V COFFEETEAM SA;FRANCE;EUROPEAN UNION;CO-41;CO;FR;19,938;110766,98
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CARCAFE LTD;CARCAFE LTD;BERNAHRD ROTHFOS GMBH;BERNAHRD ROTHFOS GMBH;BELGIUM;EUROPEAN UNION;CO-73;CO;BE;20,994;95921,59
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;EMPRESAS DE NARINO S A S;EMPRESAS DE NARINO S A S;STARBUCKS COFFEE;STARBUCKS COFFEE;UNITED STATES;UNITED STATES;CO-52;CO;US;363,829;1785035,78
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;DONG SUH FOODS CORP;DONG SUH FOODS CORP;SOUTH KOREA;SOUTH KOREA;CO-41;CO;KR;705,208;2889653,82
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;C I CAFE DE SANTA BARBARA S A S;C I CAFE DE SANTA BARBARA S A S;ROYAL COFFEE NEW YORK;ROYAL COFFEE NEW YORK;UNITED STATES;UNITED STATES;CO-76;CO;US;341,9730899;1581328,603
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;ITOCHU & CO;ITOCHU;SOUTH KOREA;SOUTH KOREA;CO-63;CO;KR;52,522;229647,15
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;MOUNTAIN COFFEE CORP;MOUNTAIN COFFEE CORP;SOUTH KOREA;SOUTH KOREA;CO-66;CO;KR;19,981;72065,75
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;SPAIN;EUROPEAN UNION;CO-73;CO;ES;360,2792555;1701095,21
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;MARUBENI;MARUBENI;JAPAN;JAPAN;CO-19;CO;JP;577,334;2475277,5
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;UNKNOWN;UNKNOWN;ITALY;EUROPEAN UNION;CO-41;CO;IT;790,036;3568159,02
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-05;CO;US;77,005;287425,21
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;ARMENIA COFFEE CORP;ARMENIA COFFEE CORP;UNITED STATES;UNITED STATES;CO-63;CO;US;57,68;219848,83
2012;COLOMBIA;GREEN;CAUCA;CARTAGENA DE INDIAS;EXPO COSURCA S A C I;EXPO COSURCA S A C I;THE COFFEE FACTORY INC;THE COFFEE FACTORY INC;NETHERLANDS ANTILLES;NETHERLANDS ANTILLES;CO-19;CO;NT;25,822;157719,52
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;VOLCAFE USA;VOLCAFE;UNITED STATES;UNITED STATES;CO-05;CO;US;442,797;2372095,37
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;DESCAFEINADORA COLOMBIANA S A S;DESCAFEINADORA COLOMBIANA S A S;THE HALLSTAR CO;THE HALLSTAR CO;UNITED STATES;UNITED STATES;CO-73;CO;US;0,19;14986,1
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;HA BENNETT AND SONS PTY LTD;HA BENNETT AND SONS PTY LTD;AUSTRALIA;AUSTRALIA;CO-66;CO;AU;38,552;168325,97
2012;COLOMBIA;PROCESSED;ANTIOQUIA;CARTAGENA DE INDIAS;VARGAS RESTREPO Y CIA S C S;VARGAS RESTREPO Y CIA S C S;DOGHOUSE CAFE;DOGHOUSE CAFE;AUSTRALIA;AUSTRALIA;CO-05;CO;AU;0,75;8628
2012;COLOMBIA;ROASTED;ANTIOQUIA;MEDELLIN;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;SHINTOA CORPORATION;SHINTOA CORPORATION;JAPAN;JAPAN;CO-05;CO;JP;0,0002;6,67
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ALEXCAFE S A S;ALEXCAFE S A S;IAC GMBH;IAC GMBH;IRELAND;EUROPEAN UNION;CO-66;CO;IE;19,212;79985,04
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-41;CO;AU;468,282;2297989,9
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;TALOCA AG;TALOCA AG;SWEDEN;EUROPEAN UNION;CO-20;CO;SE;36,00903246;202036,3945
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CARCAFE LTD;CARCAFE LTD;YOUNG IN TRADERS PTE LTD;YOUNG IN TRADERS PTE LTD;SINGAPORE;SINGAPORE;CO-73;CO;SG;29,751;131439,9
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;ARMENIA COFFEE CORP;ARMENIA COFFEE CORP;UNITED STATES;UNITED STATES;CO-41;CO;US;1054,281;4917301,68
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;STC NJ;STC NJ;UNITED STATES;UNITED STATES;CO-05;CO;US;76,935;306573,28
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;CARBONES COMERCIO Y CONSIGNACIONES SA;CARBONES COMERCIO Y CONSIGNACIONES SA;SPAIN;EUROPEAN UNION;CO-05;CO;ES;20,946;114751,17
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;UNITED KINGDOM;EUROPEAN UNION;CO-76;CO;GB;6514,442801;32228422,88
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;LA FE FOODS;LA FE FOODS;UNITED STATES;UNITED STATES;CO-05;CO;US;93,2806;1183357,62
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;MITSUI FOODS INC;MITSUI FOODS INC;UNITED STATES;UNITED STATES;CO-05;CO;US;57,69537434;258202,8884
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALTAMIRA SUPREMO S A S;ALTAMIRA SUPREMO S A S;BLASER TRADING AG;BLASER TRADING AG;ESTONIA;EUROPEAN UNION;CO-66;CO;EE;19,262;75160,32
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;TELMO J DIAZ Y CIA S A;TELMO J DIAZ Y CIA S A;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-68;CO;US;17,493;156419,64
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;UNKNOWN;UNKNOWN;GERMANY;EUROPEAN UNION;CO-41;CO;DE;83,962;368353,28
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;DAARNHOUWER CO BV;DAARNHOUWER CO BV;IRELAND;EUROPEAN UNION;CO-17;CO;IE;38,487;166163,89
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;BERNHARD ROTHFOS CORP;BERNHARD ROTHFOS CORP;POLAND;EUROPEAN UNION;CO-20;CO;PL;77,30601271;288607,1649
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;COOP DE CAFICULTORES DE ANDES LTD;COOP DE CAFICULTORES DE ANDES LTD;INTERGRANO SL;INTERGRANO SL;SPAIN;EUROPEAN UNION;CO-05;CO;ES;39,894;158077,43
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;PARAGON COFFEE TRADING;PARAGON COFFEE TRADING;UNITED STATES;UNITED STATES;CO-66;CO;US;17,511;77769,27
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;PROMOT DE INVERSIONES VARGAS RUBIO S A;PROMOT DE INVERSIONES VARGAS RUBIO S A;COEX COFFEE INTERNATIONAL;COEX COFFEE INTERNATIONAL;UNITED STATES;UNITED STATES;CO-19;CO;US;173,279;743094,24
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;UNITED COFFEE SERVICES;UNITED COFFEE SERVICES;NETHERLANDS;EUROPEAN UNION;CO-66;CO;NL;20,94;87231,52
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;DONG WHA G Y C;DONG WHA G Y C;SOUTH KOREA;SOUTH KOREA;CO-41;CO;KR;17,534;98571,41
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;COPROCAFE IBERICA SA;COPROCAFE IBERICA SA;SPAIN;EUROPEAN UNION;CO-20;CO;ES;54,92755026;222164,1666
2012;COLOMBIA;ROASTED;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;NEW ZEALAND;NEW ZEALAND;CO-19;CO;NZ;5,003582831;88936,53505
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;C I KYOTO S A S;C I KYOTO S A S;TRADE AID IMPORTERS INC;TRADE AID IMPORTERS INC;NEW ZEALAND;NEW ZEALAND;CO-52;CO;NZ;113,777;699947,7
2012;COLOMBIA;PROCESSED;NARINO;IPIALES;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;CORP FAVORITA C A;CORP FAVORITA C A;ECUADOR;ECUADOR;CO-52;CO;EC;22,1355;272253,4
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;EXPORTADORA DE CAFE CONDOR S A S;EXPORTADORA DE CAFE CONDOR S A S;FRANCISCO ORTIZ CASTELBLANCO Y HERMANOS LTD;FRANCISCO ORTIZ CASTELBLANCO Y HERMANOS LTD;CHILE;CHILE;CO-41;CO;CL;1,745;6539,95
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-66;CO;US;211,798;971489,72
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;MESA AGRIPRODUCTS INC;MESA AGRIPRODUCTS INC;EGYPT;EGYPT;CO-41;CO;EG;19,257;92975,55
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;BERNHARD ROTHFOS CORP;BERNHARD ROTHFOS CORP;GERMANY;EUROPEAN UNION;CO-20;CO;DE;423,882947;2482964,958
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;KEN GABBAY COFFEE LTD;KEN GABBAY COFFEE LTD;CANADA;CANADA;CO-68;CO;CA;20,93331384;97489,08334
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;DECOTRADE AG;DECOTRADE AG;BELGIUM;EUROPEAN UNION;CO-41;CO;BE;938,321;4475292,47
2012;COLOMBIA;ROASTED;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;POLAND;EUROPEAN UNION;CO-19;CO;PL;26,03423095;313204,9339
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;MUELLER WESER GMBH AND CO KG;MUELLER WESER GMBH AND CO KG;GERMANY;EUROPEAN UNION;CO-66;CO;DE;231,025;1029735,78
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALTAMIRA SUPREMO S A S;ALTAMIRA SUPREMO S A S;BLASER TRADING AG;BLASER TRADING AG;BELGIUM;EUROPEAN UNION;CO-66;CO;BE;38,588;173116,8
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;MCNULTY KOREA CO LTD;MCNULTY KOREA CO LTD;SOUTH KOREA;SOUTH KOREA;CO-73;CO;KR;0,25;4400
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;TALOCA AG;TALOCA AG;SWEDEN;EUROPEAN UNION;CO-17;CO;SE;84,035;458712,59
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;UNKNOWN;UNKNOWN;UNITED KINGDOM;EUROPEAN UNION;CO-41;CO;GB;278,904;1551187,06
2012;COLOMBIA;GREEN;MAGDALENA;CARTAGENA DE INDIAS;SELECTO EXPORTADORES S A C I;SELECTO EXPORTADORES S A C I;INTERGRANO SL;INTERGRANO SL;SPAIN;EUROPEAN UNION;CO-47;CO;ES;59,752;273354
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;COFFEIN COMPAGNIE;COFFEIN COMPAGNIE;GERMANY;EUROPEAN UNION;CO-41;CO;DE;115,44;572851,62
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;VILLEGAS Y CIA S C S;VILLEGAS Y CIA S C S;UNKNOWN;UNKNOWN;JAPAN;JAPAN;CO-41;CO;JP;238,032;954132,35
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;EXPORTADORA DE CAFE CONDOR S A S;EXPORTADORA DE CAFE CONDOR S A S;ATLANTIC;ATLANTIC;UNITED STATES;UNITED STATES;CO-63;CO;US;38,475;185208,8
2012;COLOMBIA;GREEN;ANTIOQUIA;BUENAVENTURA;C I CAFE DE SANTA BARBARA S A S;C I CAFE DE SANTA BARBARA S A S;PARAGON COFFEE TRADING;PARAGON COFFEE TRADING;UNITED STATES;UNITED STATES;CO-05;CO;US;14,80694644;76224,57083
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;UNITED KINGDOM;EUROPEAN UNION;CO-05;CO;GB;29,06408216;140613,4279
2012;COLOMBIA;GREEN;BOYACA;BUENAVENTURA;COOP DEPARTAMENTAL CAFETERA DE CUNDINAMARCA LTDA COODECAFEC;COOP DEPARTAMENTAL CAFETERA DE CUNDINAMARCA LTDA COODECAFEC;INTERACTIVE MEDIA TECHNOLOGY INC;INTERACTIVE MEDIA TECHNOLOGY INC;JAPAN;JAPAN;CO-15;CO;JP;12,259;82099,31
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;EXPORTADORA DE CAFE CONDOR S A S;EXPORTADORA DE CAFE CONDOR S A S;UNKNOWN;UNKNOWN;JAPAN;JAPAN;CO-63;CO;JP;19,234;122863,49
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;CARCAFE LTD;CARCAFE LTD;VOLCAFE USA;VOLCAFE;MALAYSIA;MALAYSIA;CO-52;CO;MY;23,60750463;92379,54028
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;NFCGC RETAIL LLC;NFCGC RETAIL LLC;UNITED STATES;UNITED STATES;CO-73;CO;US;1,4186875;21196,54
